ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,Salt_Solvent,LogBCF,ID,mol,isosmiles
100480,2460-49-3,2460-49-3,COc1cc(Cl)c(Cl)cc1O,"4,5-DICHLORO-2-METHOXYPHENOL","4,5-Dichloroguaiacol","4,5-dichloro-2-methoxyphenol",98404,DTXSID5022192,COc1cc(Cl)c(Cl)cc1O,"InChI=1S/C7H6Cl2O2/c1-11-7-3-5(9)4(8)2-6(7)10/h2-3,10H,1H3",HAAFFTHBNFBVKY-UHFFFAOYSA-N,?,2.03,100480,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab0a0>,COc1cc(Cl)c(Cl)cc1O
100481,2463-84-5,2463-84-5,COP(=S)(Oc1ccc(cc1Cl)[N+]([O-])=O)OC,DICAPTHON,Dicapthon,"O-(2-chloro-4-nitrophenyl) O,O-dimethyl phosphorothioate",98405,DTXSID0041850,COP(=S)(Oc1ccc(cc1Cl)[N+]([O-])=O)OC,"InChI=1S/C8H9ClNO5PS/c1-13-16(17,14-2)15-8-4-3-6(10(11)12)5-7(8)9/h3-5H,1-2H3",OTKXWJHPGBRXCR-UHFFFAOYSA-N,?,1.89,100481,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab100>,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl
100484,2497-07-6,2497-07-6,CCS(=O)CCSP(=S)(OCC)OCC,DISULFOTON SULFOXIDE,Oxydisulfoton,"O,O-diethyl S-[2-(ethylsulfinyl)ethyl] phosphorodithioate",98407,DTXSID4037536,CCS(=O)CCSP(=S)(OCC)OCC,"InChI=1S/C8H19O3PS3/c1-4-10-12(13,11-5-2)14-7-8-15(9)6-3/h4-8H2,1-3H3",UPUGLJYNCXXUQV-UHFFFAOYSA-N,?,0.0,100484,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab160>,CCOP(=S)(OCC)SCCS(=O)CC
100485,2498-66-0,2498-66-0,O=C(c(c(c(c(c1)ccc2)c2)C(=O)c3cccc4)c1)c34,"BENZ A ANTHRACENE-7,12-DIONE","7,12-Benz(a)anthraquinone","tetraphene-7,12-dione",98408,DTXSID8051916,O=C1c2ccc3ccccc3c2C(=O)c2ccccc12,InChI=1S/C18H10O2/c19-17-13-7-3-4-8-14(13)18(20)16-12-6-2-1-5-11(12)9-10-15(16)17/h1-10H,LHMRXAIRPKSGDE-UHFFFAOYSA-N,?,1.69,100485,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab1c0>,O=C1c2ccccc2C(=O)c2c1ccc1ccccc21
100486,2531-84-2,2531-84-2,Cc1cc2ccc3ccccc3c2cc1,2-METHYLPHENANTHRENE,2-Methyl phenanthrene,2-methylphenanthrene,98409,DTXSID1025649,Cc1cc2ccc3ccccc3c2cc1,"InChI=1S/C15H12/c1-11-6-9-15-13(10-11)8-7-12-4-2-3-5-14(12)15/h2-10H,1H3",KANLOADZXMMCQA-UHFFFAOYSA-N,?,3.48,100486,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab220>,Cc1ccc2c(ccc3ccccc32)c1
100488,2581-34-2,2581-34-2,Cc1cc(O)ccc1[N+]([O-])=O,3-METHYL-4-NITROPHENOL,4-Nitro-m-cresol,3-Methyl-4-nitrophenol,98411,DTXSID2062535,Cc1cc(O)ccc1[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-4-6(9)2-3-7(5)8(10)11/h2-4,9H,1H3",PIIZYNQECPTVEO-UHFFFAOYSA-N,?,1.06,100488,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab280>,Cc1cc(O)ccc1[N+](=O)[O-]
100489,2597-03-7,2597-03-7,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,FENTHOATE,Phenthoate,ethyl [(dimethoxyphosphorothioyl)sulfanyl](phenyl)acetate,98412,DTXSID6042280,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,"InChI=1S/C12H17O4PS2/c1-4-16-12(13)11(10-8-6-5-7-9-10)19-17(18,14-2)15-3/h5-9,11H,4H2,1-3H3",XAMUDJHXFNRLCY-UHFFFAOYSA-N,?,1.69,100489,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab2e0>,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1
100490,2631-40-5,2631-40-5,CNC(=O)Oc1ccccc1C(C)C,ISOPROCARB,Isoprocarb,2-(propan-2-yl)phenyl methylcarbamate,98413,DTXSID6042072,CNC(=O)Oc1ccccc1C(C)C,"InChI=1S/C11H15NO2/c1-8(2)9-6-4-5-7-10(9)14-11(13)12-3/h4-8H,1-3H3,(H,12,13)",QBSJMKIUCUGGNG-UHFFFAOYSA-N,?,0.95,100490,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab340>,CNC(=O)Oc1ccccc1C(C)C
100492,2655-14-3,2655-14-3,CNC(=O)Oc1cc(C)cc(C)c1,"N-ME-3,5-DIMETHYLPHENYL CARBAMATE",XMC,"3,5-dimethylphenyl methylcarbamate",98415,DTXSID7058042,CNC(=O)Oc1cc(C)cc(C)c1,"InChI=1S/C10H13NO2/c1-7-4-8(2)6-9(5-7)13-10(12)11-3/h4-6H,1-3H3,(H,11,12)",CVQODEWAPZVVBU-UHFFFAOYSA-N,?,0.4,100492,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab3a0>,CNC(=O)Oc1cc(C)cc(C)c1
100493,2668-24-8,2668-24-8,COc1cc(Cl)c(Cl)c(Cl)c1O,"4,5,6-TRICHLOROGUAIACOL","4,5,6-Trichloroguaiacol",C7H5Cl3O2,98416,DTXSID00858745,COc1cc(Cl)c(Cl)c(Cl)c1O,"InChI=1S/C7H5Cl3O2/c1-12-4-2-3(8)5(9)6(10)7(4)11/h2,11H,1H3",NIAJPNQTKGWEOI-UHFFFAOYSA-N,?,1.97,100493,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab400>,COc1cc(Cl)c(Cl)c(Cl)c1O
100494,2668-47-5,2668-47-5,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)-c1ccccc1,"1,1'-Biphenyl -4-ol, 3,5-bis(1,1-dimethylethyl)-","[1,1'-Biphenyl]-4-ol, 3,5-bis(1,1-dimethylethyl)-","2,6-ditert-butyl-4-phenylphenol",98417,DTXSID7062582,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)-c1ccccc1,"InChI=1S/C20H26O/c1-19(2,3)16-12-15(14-10-8-7-9-11-14)13-17(18(16)21)20(4,5)6/h7-13,21H,1-6H3",JIEWQZNTUPWNMX-UHFFFAOYSA-N,?,3.78,100494,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab460>,CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O
100496,2814-20-2,2814-20-2,CC1=CC(=O)N=C(N1)C(C)C,G 27550,2-Isopropyl-6-methyl-4-pyrimidone,6-methyl-2-(propan-2-yl)pyrimidin-4(1H)-one,98419,DTXSID1027502,CC1=CC(=O)N=C(N1)C(C)C,"InChI=1S/C8H12N2O/c1-5(2)8-9-6(3)4-7(11)10-8/h4-5H,1-3H3,(H,9,10,11)",AJPIUNPJBFBUKK-UHFFFAOYSA-N,?,0.26,100496,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab4c0>,Cc1cc(=O)nc(C(C)C)[nH]1
100498,2921-88-2,2921-88-2,CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC,CHLORPYRIFOS,Chlorpyrifos,"O,O-diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",98420,DTXSID4020458,CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",SBPBAQFWLVIOKP-UHFFFAOYSA-N,?,3.18,100498,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab520>,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
100499,3089-11-0,3089-11-0,O(CN(c(nc(nc1N(COC)COC)N(COC)COC)n1)COC)C,"1,3,5-Triazine-2,4,6-triamine, N,N,N',N',N'',N''","N,N,N',N',N'',N''-Hexakis(methoxymethyl)-1,3,5-triazine-2,4,6-triamine","N,N,N',N',N'',N''-hexakis(methoxymethyl)-1,3,5-triazine-2,4,6-triamine",98421,DTXSID9027520,COCN(COC)c1[n]c([n]c([n]1)N(COC)COC)N(COC)COC,"InChI=1S/C15H30N6O6/c1-22-7-19(8-23-2)13-16-14(20(9-24-3)10-25-4)18-15(17-13)21(11-26-5)12-27-6/h7-12H2,1-6H3",BNCADMBVWNPPIZ-UHFFFAOYSA-N,?,0.54,100499,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab580>,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1
100501,3229-00-3,3229-00-3,BrCC(CBr)(CBr)CBr,"PROPANE, 1,3-DIBROMO-2,2-BIS(BROMOMETHYL)-","Propane, 1,3-dibromo-2,2-bis(bromomethyl)-","1,3-Dibromo-2,2-bis(bromomethyl)propane",98423,DTXSID1062916,BrCC(CBr)(CBr)CBr,"InChI=1S/C5H8Br4/c6-1-5(2-7,3-8)4-9/h1-4H2",OYSVBCSOQFXYHK-UHFFFAOYSA-N,?,1.94,100501,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab5e0>,BrCC(CBr)(CBr)CBr
100502,3268-87-9,3268-87-9,Clc1c2Oc3c(Oc2c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c3Cl,"1,2,3,4,6,7,8,9-OCTACHLORODIBENZO-P-DIOXIN",Octachlorodibenzo-p-dioxin,octachlorooxanthrene,98424,DTXSID4025799,Clc1c2Oc3c(Oc2c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c3Cl,InChI=1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,FOIBFBMSLDGNHL-UHFFFAOYSA-N,?,3.12,100502,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab640>,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
100503,3296-90-0,3296-90-0,OCC(CBr)(CBr)CO,"1,3-PROPANEDIOL, 2,2-BIS(BRME)-","2,2-Bis(bromomethyl)-1,3-propanediol","2,2-bis(bromomethyl)propane-1,3-diol",98425,DTXSID9020164,OCC(CBr)(CBr)CO,"InChI=1S/C5H10Br2O2/c6-1-5(2-7,3-8)4-9/h8-9H,1-4H2",CHUGKEQJSLOLHL-UHFFFAOYSA-N,?,0.68,100503,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab6a0>,OCC(CO)(CBr)CBr
100505,3380-34-5,3380-34-5,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,"5-CHLORO-2-(2,4-DICHLOROPHENOXY)PHENOL",Triclosan,"5-chloro-2-(2,4-dichlorophenoxy)phenol",98427,DTXSID5032498,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H",XEFQLINVKFYRCS-UHFFFAOYSA-N,?,1.72,100505,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab700>,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
100506,3389-71-7,3389-71-7,C(=C(C(C1(Cl)Cl)(C=C2)Cl)Cl)(C12Cl)Cl,"1,2,3,4,7,7-HEXACHLORO-2,5-NORBORNADIENE",,,98428,DTXSID00875710,ClC1(Cl)C2(Cl)C=CC1(Cl)C(Cl)=C2Cl,"InChI=1S/C7H2Cl6/c8-3-4(9)6(11)2-1-5(3,10)7(6,12)13/h1-2H",IHAXIFZOERJWDF-UHFFFAOYSA-N,?,3.81,100506,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab760>,ClC1=C(Cl)C2(Cl)C=CC1(Cl)C2(Cl)Cl
100507,3481-20-7,3481-20-7,Nc1c(Cl)c(Cl)cc(Cl)c1Cl,"2,3,5,6-TETRACHLOROANILINE","2,3,5,6-Tetrachloroaniline","2,3,5,6-tetrachloroaniline",98429,DTXSID2022208,Nc1c(Cl)c(Cl)cc(Cl)c1Cl,"InChI=1S/C6H3Cl4N/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,11H2",YTDHEFNWWHSXSU-UHFFFAOYSA-N,?,2.52,100507,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab7c0>,Nc1c(Cl)c(Cl)cc(Cl)c1Cl
100509,3761-42-0,3761-42-0,S(=O)(=O)(C)c1c(C)cc(OP(=S)(OC)OC)cc1,"Phosphorothioic acid, O,O-dimethyl O-(3-methyl-4",Fenthion sulfone,"O,O-dimethyl O-[3-methyl-4-(methylsulfonyl)phenyl] phosphorothioate",98431,DTXSID6041975,Cc1cc(ccc1S(C)(=O)=O)OP(=S)(OC)OC,"InChI=1S/C10H15O5PS2/c1-8-7-9(15-16(17,13-2)14-3)5-6-10(8)18(4,11)12/h5-7H,1-4H3",ZDHYERRNXRANLI-UHFFFAOYSA-N,?,0.51,100509,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab820>,COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1
100510,3766-81-2,3766-81-2,O=C(Oc(c(ccc1)C(CC)C)c1)NC,N-METHYL O-SEC-BUTYL PHENYL CARBAMATE,Fenobucarb,2-sec-butylphenyl methylcarbamate,98432,DTXSID4058077,CCC(C)c1ccccc1OC(=O)NC,"InChI=1S/C12H17NO2/c1-4-9(2)10-7-5-6-8-11(10)15-12(14)13-3/h5-9H,4H2,1-3H3,(H,13,14)",DIRFUJHNVNOBMY-UHFFFAOYSA-N,?,1.41,100510,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab880>,CCC(C)c1ccccc1OC(=O)NC
100511,3811-49-2,3811-49-2,COP1(=S)OCc2ccccc2O1,SALITHION,Dioxabenzofos,"2-methoxy-4H-1,3,2-benzodioxaphosphinine 2-sulfide",98433,DTXSID7041885,COP1(=S)OCc2ccccc2O1,"InChI=1S/C8H9O3PS/c1-9-12(13)10-6-7-4-2-3-5-8(7)11-12/h2-5H,6H2,1H3",OUNSASXJZHBGAI-UHFFFAOYSA-N,?,1.31,100511,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab8e0>,COP1(=S)OCc2ccccc2O1
100515,4130-42-1,4130-42-1,CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-ethyl-","2,6-Di-tert-butyl-4-ethylphenol","2,6-di-tert-butyl-4-ethylphenol",98435,DTXSID0029262,CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,"InChI=1S/C16H26O/c1-8-11-9-12(15(2,3)4)14(17)13(10-11)16(5,6)7/h9-10,17H,8H2,1-7H3",BVUXDWXKPROUDO-UHFFFAOYSA-N,?,3.46,100515,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab940>,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
100516,4390-04-9,4390-04-9,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,"Nonane, 2,2,4,4,6,8,8-heptamethyl-","2,2,4,4,6,8,8-Heptamethylnonane","2,2,4,4,6,8,8-heptamethylnonane",98436,DTXSID7052101,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",VCLJODPNBNEBKW-UHFFFAOYSA-N,?,3.82,100516,<rdkit.Chem.rdchem.Mol object at 0x2b7b598ab9a0>,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C
100517,4821-19-6,4821-19-6,Oc1c(cccc1C1CCCCC1)C1CCCCC1,"2,6-Dicyclohexylphenol","2,6-Dicyclohexylphenol","2,6-Dicyclohexylphenol",98437,DTXSID60197465,Oc1c(cccc1C1CCCCC1)C1CCCCC1,"InChI=1S/C18H26O/c19-18-16(14-8-3-1-4-9-14)12-7-13-17(18)15-10-5-2-6-11-15/h7,12-15,19H,1-6,8-11H2",AUEZNTKYSSUTGZ-UHFFFAOYSA-N,?,3.02,100517,<rdkit.Chem.rdchem.Mol object at 0x2b7b598aba00>,Oc1c(C2CCCCC2)cccc1C1CCCCC1
100521,5124-25-4,5124-25-4,O=S(=O)(Nc(cccc1)c1)c(ccc(Nc(cccc2)c2)c3N(=O)(=O))c3,C.I. DISPERSE YELLOW 42,C.I.Disperse Yellow 42,4-anilino-3-nitro-N-phenylbenzenesulfonamide,98440,DTXSID8052148,[O-][N+](=O)c1cc(ccc1Nc1ccccc1)S(=O)(=O)Nc1ccccc1,"InChI=1S/C18H15N3O4S/c22-21(23)18-13-16(26(24,25)20-15-9-5-2-6-10-15)11-12-17(18)19-14-7-3-1-4-8-14/h1-13,19-20H",BBFRYSKTTHYWQZ-UHFFFAOYSA-N,?,1.61,100521,<rdkit.Chem.rdchem.Mol object at 0x2b7b598aba60>,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1
100523,5428-54-6,5428-54-6,Cc1ccc(cc1O)[N+]([O-])=O,"PHENOL, 2-METHYL-5-NITRO-","Phenol, 2-methyl-5-nitro-",2-Methyl-5-nitrophenol,98441,DTXSID4063874,Cc1ccc(cc1O)[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-2-3-6(8(10)11)4-7(5)9/h2-4,9H,1H3",UMFDLIXUUJMPSI-UHFFFAOYSA-N,?,0.85,100523,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abac0>,Cc1ccc([N+](=O)[O-])cc1O
100525,5510-99-6,5510-99-6,CC(CC)c1cccc(C(C)CC)c1O,"2,6-DI-SEC-BUTYLPHENOL","2,6-Di(butan-2-yl)phenol","2,6-di(butan-2-yl)phenol",98443,DTXSID0044440,CC(CC)c1cccc(C(C)CC)c1O,"InChI=1S/C14H22O/c1-5-10(3)12-8-7-9-13(14(12)15)11(4)6-2/h7-11,15H,5-6H2,1-4H3",FHTGJZOULSYEOB-UHFFFAOYSA-N,?,2.39,100525,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abb20>,CCC(C)c1cccc(C(C)CC)c1O
100527,5707-44-8,5707-44-8,CCc1ccc(cc1)-c1ccccc1,"4-ETHYL-1,1'-BIPHENYL","1,1'-Biphenyl, 4-ethyl-",1-Ethyl-4-phenylbenzene,98445,DTXSID7073355,CCc1ccc(cc1)-c1ccccc1,"InChI=1S/C14H14/c1-2-12-8-10-14(11-9-12)13-6-4-3-5-7-13/h3-11H,2H2,1H3",SRQOBNUBCLPPPH-UHFFFAOYSA-N,?,2.82,100527,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abb80>,CCc1ccc(-c2ccccc2)cc1
100528,5835-26-7,5835-26-7,C[C@]1(CCC[C@@]2(C)[C@H]1CC=C1C[C@](C)(CC[C@H]21)C=C)C(O)=O,Isopimaric Acid,Isopimaric acid,"(13alpha)-pimara-7,15-dien-18-oic acid",98446,DTXSID9022233,CC1(CCCC2(C)C1CC=C1CC(C)(CCC21)C=C)C(O)=O,"InChI=1S/C20H30O2/c1-5-18(2)12-9-15-14(13-18)7-8-16-19(15,3)10-6-11-20(16,4)17(21)22/h5,7,15-16H,1,6,8-13H2,2-4H3,(H,21,22)",MXYATHGRPJZBNA-UHFFFAOYSA-N,?,1.63,100528,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abbe0>,C=CC1(C)CCC2C(=CCC3C(C)(C(=O)O)CCCC23C)C1
100529,6099-57-6,84-87-7,c12c(S(=O)(=O)O)ccc(O)c1cccc2,1-NAPHTHOL-4-SULFONIC ACID,"1-Naphthalenesulfonic acid, 4-hydroxy-",4-hydroxynaphthalene-1-sulfonic acid,98447,DTXSID2058910,Oc1ccc(c2ccccc12)S(O)(=O)=O,"InChI=1S/C10H8O4S/c11-9-5-6-10(15(12,13)14)8-4-2-1-3-7(8)9/h1-6,11H,(H,12,13,14)",HGWQOFDAUWCQDA-UHFFFAOYSA-N,?,1.11,100529,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abc40>,O=S(=O)(O)c1ccc(O)c2ccccc12
100531,6165-51-1,6165-51-1,c(cccc1)(c1)C(c(c(ccc2C)C)c2)C,"Benzene, 1,4-dimethyl-2-(1-phenylethyl)-",,,98449,DTXSID30879781,Cc1cc(C(C)c2ccccc2)c(C)cc1,"InChI=1S/C16H18/c1-12-9-10-13(2)16(11-12)14(3)15-7-5-4-6-8-15/h4-11,14H,1-3H3",FRAOOIFTSMORED-UHFFFAOYSA-N,?,2.86,100531,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abca0>,Cc1ccc(C)c(C(C)c2ccccc2)c1
100533,6639-30-1,6639-30-1,Cc1cc(Cl)c(Cl)cc1Cl,"2,4,5-TRICHLOROTOLUENE","2,4,5-Trichlorotoluene","1,2,4-trichloro-5-methylbenzene",98450,DTXSID8064434,Cc1cc(Cl)c(Cl)cc1Cl,"InChI=1S/C7H5Cl3/c1-4-2-6(9)7(10)3-5(4)8/h2-3H,1H3",ZCXHZKNWIYVQNC-UHFFFAOYSA-N,?,3.87,100533,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abd00>,Cc1cc(Cl)c(Cl)cc1Cl
100534,6731-36-8,6731-36-8,O(OC(C)(C)C)C(OOC(C)(C)C)(CC(CC1(C)C)C)C1,"Di-tert-butylperoxy-3,3,5-trimethylcyclohexane p","1,1-Bis(tert-butylperoxy)-3,3,5-trimethylcyclohexane","1,1-bis(tert-butylperoxy)-3,3,5-trimethylcyclohexane",98451,DTXSID4020165,CC1(C)CC(C)CC(C1)(OOC(C)(C)C)OOC(C)(C)C,"InChI=1S/C17H34O4/c1-13-10-16(8,9)12-17(11-13,20-18-14(2,3)4)21-19-15(5,6)7/h13H,10-12H2,1-9H3",NALFRYPTRXKZPN-UHFFFAOYSA-N,?,3.96,100534,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abd60>,CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1
100540,10315-98-7,10315-98-7,CC(C)CN1CCOCC1,N-ISOBUTYLMORPHOLINE,4-Isobutylmorpholine,4-(2-methylpropyl)morpholine,98453,DTXSID30145675,CC(C)CN1CCOCC1,"InChI=1S/C8H17NO/c1-8(2)7-9-3-5-10-6-4-9/h8H,3-7H2,1-2H3",QKVSMSABRNCNRS-UHFFFAOYSA-N,?,0.25,100540,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abdc0>,CC(C)CN1CCOCC1
100541,10319-14-9,10319-14-9,O=C(c(c(C1(=O))ccc2)c2)C1c(nc(c(c3Br)ccc4)c4)c3O,"1H-Indene-1,3(2H)-dione, 2-(4-bromo-3-hydroxy-2-",C.I. Disperse Yellow 64,"2-(4-bromo-3-hydroxyquinolin-2-yl)-1H-indene-1,3(2H)-dione",98454,DTXSID2044503,Oc1c(Br)c2ccccc2[n]c1C1C(=O)c2ccccc2C1=O,"InChI=1S/C18H10BrNO3/c19-14-11-7-3-4-8-12(11)20-15(18(14)23)13-16(21)9-5-1-2-6-10(9)17(13)22/h1-8,13,23H",DVBLPJWQXDCAKU-UHFFFAOYSA-N,?,1.14,100541,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abe20>,O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O
100542,10541-83-0,10541-83-0,CNc1ccc(cc1)C(O)=O,"Benzoic acid, 4-(methylamino)-","Benzoic acid, 4-(methylamino)-",4-Methylaminobenzoic acid,98455,DTXSID8065117,CNc1ccc(cc1)C(O)=O,"InChI=1S/C8H9NO2/c1-9-7-4-2-6(3-5-7)8(10)11/h2-5,9H,1H3,(H,10,11)",ZVIDMSBTYRSMAR-UHFFFAOYSA-N,?,0.38,100542,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abe80>,CNc1ccc(C(=O)O)cc1
100546,13116-53-5,13116-53-5,ClC(Cl)(CCl)CCl,"PROPANE, 1,2,2,3-TETRACHLORO-","1,2,2,3-Tetrachloropropane","1,2,2,3-tetrachloropropane",98458,DTXSID5051656,ClC(Cl)(CCl)CCl,"InChI=1S/C3H4Cl4/c4-1-3(6,7)2-5/h1-2H2",UDPHJTAYHSSOQB-UHFFFAOYSA-N,?,1.57,100546,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abee0>,ClCC(Cl)(Cl)CCl
100547,13358-11-7,13358-11-7,C1=CC(C(C)C)(CC2)C3C(=O)N(CC(CC)CCCC)C(=O)C3C12C,N(2-ETHEXYL)-1-ISOPROPYL-4-METHYLBICYCLO[2.2.2]-,"N-(2-Ethylhexyl)-1-isopropyl-4-methylbiclyclo[2:2:2]oct-5-ene-2,3-dicarboximide","2-(2-ethylhexyl)-4-methyl-7-(propan-2-yl)-3a,4,7,7a-tetrahydro-1H-4,7-ethanoisoindole-1,3(2H)-dione",98459,DTXSID9042176,CC12CCC(C=C1)(C1C2C(=O)N(CC(CCCC)CC)C1=O)C(C)C,"InChI=1S/C22H35NO2/c1-6-8-9-16(7-2)14-23-19(24)17-18(20(23)25)22(15(3)4)12-10-21(17,5)11-13-22/h10,12,15-18H,6-9,11,13-14H2,1-5H3",MVKYQJHRHHQPDM-UHFFFAOYSA-N,?,2.97,100547,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abf40>,CCCCC(CC)CN1C(=O)C2C(C1=O)C1(C(C)C)C=CC2(C)CC1
100548,13475-82-6,13475-82-6,CC(CC(C)(C)C)CC(C)(C)C,"Heptane, 2,2,4,6,6-pentamethyl-","2,2,4,6,6-Pentamethylheptane","2,2,4,6,6-pentamethylheptane",98460,DTXSID0042034,CC(CC(C)(C)C)CC(C)(C)C,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",VKPSKYDESGTTFR-UHFFFAOYSA-N,?,2.94,100548,<rdkit.Chem.rdchem.Mol object at 0x2b7b598abfa0>,CC(CC(C)(C)C)CC(C)(C)C
100550,13674-84-5,13674-84-5,O=P(OC(CCl)C)(OC(CCl)C)OC(CCl)C,"2-PROPANOL, 1-CHLORO-, PHOSPHATE (3:1)",Tris(2-chloroisopropyl)phosphate,C9H18Cl3O4P,98462,DTXSID5026259,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,"InChI=1S/C9H18Cl3O4P/c1-7(4-10)14-17(13,15-8(2)5-11)16-9(3)6-12/h7-9H,4-6H2,1-3H3",KVMPUXDNESXNOH-UHFFFAOYSA-N,?,0.9,100550,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987f040>,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
100551,13674-87-8,13674-87-8,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,"TRIS(1,3-DICHLOROISOPROPYL) PHOSPHATE",TDCPP,C9H15Cl6O4P,98463,DTXSID9026261,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,"InChI=1S/C9H15Cl6O4P/c10-1-7(2-11)17-20(16,18-8(3-12)4-13)19-9(5-14)6-15/h7-9H,1-6H2",ASLWPAWFJZFCKF-UHFFFAOYSA-N,?,1.08,100551,<rdkit.Chem.rdchem.Mol object at 0x2b7b5987f0a0>,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
