ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,LogKOC,ID,mol,isosmiles
100590,24691-80-3,24691-80-3,Cc1occc1C(=O)Nc1ccccc1,Fenfuram,Fenfuram,2-methyl-N-phenyl-3-furamide,99850,DTXSID8058035,Cc1occc1C(=O)Nc1ccccc1,"InChI=1S/C12H11NO2/c1-9-11(7-8-15-9)12(14)13-10-5-3-2-4-6-10/h2-8H,1H3,(H,13,14)",JFSPBVWPKOEZCB-UHFFFAOYSA-N,2.48,100590,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89d9a0>,Cc1occc1C(=O)Nc1ccccc1
100591,24911-15-7,24911-15-7,CC(C)(C#C)NC(=O)c1ccc(Cl)cc1,"4-CHLORO-N-(1,1-DIMETHYL-2-PROPYNYL)BENZAMIDE","4-Chloro-N-(1,1-dimethyl-2-propynyl)benzamide",4-chloro-N-(2-methylbut-3-yn-2-yl)benzamide,99851,DTXSID60179625,CC(C)(C#C)NC(=O)c1ccc(Cl)cc1,"InChI=1S/C12H12ClNO/c1-4-12(2,3)14-11(15)9-5-7-10(13)8-6-9/h1,5-8H,2-3H3,(H,14,15)",JSBUIJZRVJLNAV-UHFFFAOYSA-N,1.9,100591,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89da00>,C#CC(C)(C)NC(=O)c1ccc(Cl)cc1
100594,25277-05-8,25277-05-8,COc1ccc(cc1Cl)NC(N)=O,(3-CHLORO-4-METHOXYPHENYL)UREA,"Urea, (3-chloro-4-methoxyphenyl)-",(3-CHLORO-4-METHOXYPHENYL)UREA,99853,DTXSID60179923,COc1ccc(cc1Cl)NC(N)=O,"InChI=1S/C8H9ClN2O2/c1-13-7-3-2-5(4-6(7)9)11-8(10)12/h2-4H,1H3,(H3,10,11,12)",UBUDYOAQLWPSQY-UHFFFAOYSA-N,2.0,100594,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89da60>,COc1ccc(NC(N)=O)cc1Cl
100595,25311-71-1,25311-71-1,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,ISOFENPHOS,Isofenphos,propan-2-yl 2-{[ethoxy(propan-2-ylamino)phosphorothioyl]oxy}benzoate,99854,DTXSID8032417,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,"InChI=1S/C15H24NO4PS/c1-6-18-21(22,16-11(2)3)20-14-10-8-7-9-13(14)15(17)19-12(4)5/h7-12H,6H2,1-5H3,(H,16,22)",HOQADATXFBOEGG-UHFFFAOYSA-N,2.78,100595,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89dac0>,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
100598,26087-47-8,26087-47-8,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,IBP (IPROBENFOS),Iprobenfos,"S-benzyl O,O-diisopropyl phosphorothioate",99856,DTXSID7058040,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,"InChI=1S/C13H21O3PS/c1-11(2)15-17(14,16-12(3)4)18-10-13-8-6-5-7-9-13/h5-9,11-12H,10H2,1-4H3",FCOAHACKGGIURQ-UHFFFAOYSA-N,2.26,100598,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89db80>,CC(C)OP(=O)(OC(C)C)SCc1ccccc1
100600,26259-45-0,26259-45-0,COc1[n]c(NCC)[n]c(NC(C)CC)[n]1,SECBUMETON,Secbumeton,"N-(butan-2-yl)-N'-ethyl-6-methoxy-1,3,5-triazine-2,4-diamine",99858,DTXSID8037594,COc1[n]c(NCC)[n]c(NC(C)CC)[n]1,"InChI=1S/C10H19N5O/c1-5-7(3)12-9-13-8(11-6-2)14-10(15-9)16-4/h7H,5-6H2,1-4H3,(H2,11,12,13,14,15)",ZJMZZNVGNSWOOM-UHFFFAOYSA-N,2.78,100600,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89dbe0>,CCNc1nc(NC(C)CC)nc(OC)n1
100601,26389-78-6,26389-78-6,O=N(=O)c1c(c(cc(c1)C)N(=O)=O)N(CCCl)CCCl,CHLORNIDINE,"N,N-Bis(2-chloroethyl)-4-methyl-2,6-dinitroaniline","N,N-bis(2-chloroethyl)-4-methyl-2,6-dinitroaniline",99859,DTXSID8042183,Cc1cc(c(c(c1)[N+]([O-])=O)N(CCCl)CCCl)[N+]([O-])=O,"InChI=1S/C11H13Cl2N3O4/c1-8-6-9(15(17)18)11(10(7-8)16(19)20)14(4-2-12)5-3-13/h6-7H,2-5H2,1H3",XKUWFOYPQIVFMM-UHFFFAOYSA-N,3.94,100601,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89dc40>,Cc1cc([N+](=O)[O-])c(N(CCCl)CCCl)c([N+](=O)[O-])c1
100602,26399-36-0,26399-36-0,CCCN(CC1CC1)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,PROFLURALIN,Profluralin,"N-(cyclopropylmethyl)-2,6-dinitro-N-propyl-4-(trifluoromethyl)aniline",99860,DTXSID2044559,CCCN(CC1CC1)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C14H16F3N3O4/c1-2-5-18(8-9-3-4-9)13-11(19(21)22)6-10(14(15,16)17)7-12(13)20(23)24/h6-7,9H,2-5,8H2,1H3",ITVQAKZNYJEWKS-UHFFFAOYSA-N,4.01,100602,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89dca0>,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
100605,27314-13-2,27314-13-2,CNC1C=NN(C(=O)C=1Cl)c1cc(ccc1)C(F)(F)F,NORFLURAZON,Norflurazon,4-chloro-5-(methylamino)-2-[3-(trifluoromethyl)phenyl]pyridazin-3(2H)-one,99862,DTXSID8024234,CNC1C=NN(C(=O)C=1Cl)c1cc(ccc1)C(F)(F)F,"InChI=1S/C12H9ClF3N3O/c1-17-9-6-18-19(11(20)10(9)13)8-4-2-3-7(5-8)12(14,15)16/h2-6,17H,1H3",NVGOPFQZYCNLDU-UHFFFAOYSA-N,3.28,100605,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89dd00>,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl
100606,27355-22-2,27355-22-2,Clc1c(Cl)c(Cl)c2COC(=O)c2c1Cl,TETRACHLOROPHTHALIDE,Fthalide,"4,5,6,7-tetrachloro-2-benzofuran-1(3H)-one",99863,DTXSID2058045,O=C1OCc2c1c(Cl)c(Cl)c(Cl)c2Cl,InChI=1S/C8H2Cl4O2/c9-4-2-1-14-8(13)3(2)5(10)7(12)6(4)11/h1H2,NMWKWBPNKPGATC-UHFFFAOYSA-N,3.3,100606,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89dd60>,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21
100607,27554-26-3,131-20-4,C(C)(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,DIISOOCTYL PHTHALATE,Diisooctyl phthalate,"bis(6-methylheptyl) benzene-1,2-dicarboxylate",99864,DTXSID50873226,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,"InChI=1S/C24H38O4/c1-19(2)13-7-5-11-17-27-23(25)21-15-9-10-16-22(21)24(26)28-18-12-6-8-14-20(3)4/h9-10,15-16,19-20H,5-8,11-14,17-18H2,1-4H3",IJFPVINAQGWBRJ-UHFFFAOYSA-N,3.21,100607,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89ddc0>,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C
100609,28249-77-6,28249-77-6,CCN(CC)C(=O)SCc1ccc(Cl)cc1,THIOBENCARB,Thiobencarb,S-(4-chlorobenzyl) diethylcarbamothioate,99866,DTXSID6024337,CCN(CC)C(=O)SCc1ccc(Cl)cc1,"InChI=1S/C12H16ClNOS/c1-3-14(4-2)12(15)16-9-10-5-7-11(13)8-6-10/h5-8H,3-4,9H2,1-2H3",QHTQREMOGMZHJV-UHFFFAOYSA-N,3.27,100609,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89de20>,CCN(CC)C(=O)SCc1ccc(Cl)cc1
100610,29091-05-2,29091-05-2,CCN(CC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,DINITRAMINE,Dinitramine,"N,N-diethyl-2,6-dinitro-4-(trifluoromethyl)benzene-1,3-diamine",99867,DTXSID9040265,CCN(CC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C11H13F3N4O4/c1-3-16(4-2)9-7(17(19)20)5-6(11(12,13)14)8(15)10(9)18(21)22/h5H,3-4,15H2,1-2H3",OFDYMSKSGFSLLM-UHFFFAOYSA-N,3.63,100610,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89de80>,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
100611,29091-21-2,29091-21-2,CCCN(CCC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,PRODIAMINE,Prodiamine,"2,6-dinitro-N,N-dipropyl-4-(trifluoromethyl)benzene-1,3-diamine",99868,DTXSID1034210,CCCN(CCC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C13H17F3N4O4/c1-3-5-18(6-4-2)11-9(19(21)22)7-8(13(14,15)16)10(17)12(11)20(23)24/h7H,3-6,17H2,1-2H3",RSVPPPHXAASNOL-UHFFFAOYSA-N,4.11,100611,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89dee0>,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
100613,29682-39-1,29682-39-1,[O-][N+](=O)c1ccc(Br)c(Cl)c1,1-BROMO-2-CHLORO-4-NITROBENZENE,1-Bromo-2-chloro-4-nitrobenzene,1-BROMO-2-CHLORO-4-NITROBENZENE,99870,DTXSID70183839,[O-][N+](=O)c1ccc(Br)c(Cl)c1,InChI=1S/C6H3BrClNO2/c7-5-2-1-4(9(10)11)3-6(5)8/h1-3H,YKSXEJZFIQAUHJ-UHFFFAOYSA-N,2.6,100613,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89df40>,O=[N+]([O-])c1ccc(Br)c(Cl)c1
100614,30560-19-1,30560-19-1,COP(=O)(NC(C)=O)SC,ACEPHATE,Acephate,"O,S-dimethyl acetylphosphoramidothioate",99871,DTXSID8023846,COP(=O)(NC(C)=O)SC,"InChI=1S/C4H10NO3PS/c1-4(6)5-9(7,8-2)10-3/h1-3H3,(H,5,6,7)",YASYVMFAVPKPKE-UHFFFAOYSA-N,0.3,100614,<rdkit.Chem.rdchem.Mol object at 0x2ae48d89dfa0>,COP(=O)(NC(C)=O)SC
100615,31557-34-3,31557-34-3,COc1[n]c(Cl)c(Cl)cc1Cl,"2,3,5-TRICHLORO-6-METHOXYPYRIDINE","2-Methoxy-3,5,6-trichloropyridine","2,3,5-Trichloro-6-methoxypyridine",99872,DTXSID90185456,COc1[n]c(Cl)c(Cl)cc1Cl,"InChI=1S/C6H4Cl3NO/c1-11-6-4(8)2-3(7)5(9)10-6/h2H,1H3",RLIVUWLXZBDMBL-UHFFFAOYSA-N,2.96,100615,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd040>,COc1nc(Cl)c(Cl)cc1Cl
100618,31972-44-8,31972-44-8,O=S(=O)(c1ccc(cc1C)OP(=O)(NC(C)C)OCC)C,BAY 68138 SULFONE,Fenamiphos sulfone,ethyl 3-methyl-4-(methylsulfonyl)phenyl propan-2-ylphosphoramidate,99874,DTXSID3037547,Cc1cc(ccc1S(C)(=O)=O)OP(=O)(NC(C)C)OCC,"InChI=1S/C13H22NO5PS/c1-6-18-20(15,14-10(2)3)19-12-7-8-13(11(4)9-12)21(5,16)17/h7-10H,6H2,1-5H3,(H,14,15)",LVNYJXIBJFXIRZ-UHFFFAOYSA-N,1.64,100618,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd0a0>,CCOP(=O)(NC(C)C)Oc1ccc(S(C)(=O)=O)c(C)c1
100619,32357-46-3,32357-46-3,O=C(OCCOCCCC)CCCOc(c(cc(c1)Cl)Cl)c1,"Butyric acid, 4-(2,4-dichlorophenoxy)-, 2-butoxy","2,4-DB 2-butoxyethyl ester","2-butoxyethyl 4-(2,4-dichlorophenoxy)butanoate",99875,DTXSID5041354,CCCCOCCOC(=O)CCCOc1ccc(Cl)cc1Cl,"InChI=1S/C16H22Cl2O4/c1-2-3-8-20-10-11-22-16(19)5-4-9-21-15-7-6-13(17)12-14(15)18/h6-7,12H,2-5,8-11H2,1H3",IRLJKGHTPKJLFX-UHFFFAOYSA-N,2.7,100619,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd100>,CCCCOCCOC(=O)CCCOc1ccc(Cl)cc1Cl
100620,32598-11-1,32598-11-1,Clc1cc(-c2cc(Cl)c(Cl)cc2)c(Cl)cc1,"2,3',4',5-TETRACHLOROBIPHENYL","2,3',4',5-Tetrachlorobiphenyl","2,3',4',5-tetrachlorobiphenyl",99876,DTXSID3038309,Clc1cc(-c2cc(Cl)c(Cl)cc2)c(Cl)cc1,InChI=1S/C12H6Cl4/c13-8-2-4-10(14)9(6-8)7-1-3-11(15)12(16)5-7/h1-6H,KENZYIHFBRWMOD-UHFFFAOYSA-N,4.86,100620,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd160>,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1
100622,33089-61-1,33089-61-1,CN(/C=N/c1ccc(C)cc1C)/C=N/c1ccc(C)cc1C,AMITRAZ,Amitraz,"N'-(2,4-dimethylphenyl)-N-{(E)-[(2,4-dimethylphenyl)imino]methyl}-N-methylimidoformamide",99878,DTXSID5023871,CN(C=Nc1ccc(C)cc1C)C=Nc1ccc(C)cc1C,"InChI=1S/C19H23N3/c1-14-6-8-18(16(3)10-14)20-12-22(5)13-21-19-9-7-15(2)11-17(19)4/h6-13H,1-5H3/b20-12+,21-13+",QXAITBQSYVNQDR-ZIOPAAQOSA-N,3.0,100622,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd1c0>,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1
100623,33222-69-4,33222-69-4,c1c(C)cccc1OC(=O)N,3-METHYLPHENYLCARBAMATE,"Carbamic acid, m-tolyl ester",(3-methylphenyl) carbamate,99879,DTXSID10186869,Cc1cc(ccc1)OC(N)=O,"InChI=1S/C8H9NO2/c1-6-3-2-4-7(5-6)11-8(9)10/h2-5H,1H3,(H2,9,10)",VTONZKDPQTYHLV-UHFFFAOYSA-N,1.48,100623,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd220>,Cc1cccc(OC(N)=O)c1
100624,33244-86-9,33244-86-9,CC(C)(C#C)NC(=O)c1ccccc1,"N-(1,1-DIMETHYL-2-PROPYNYL)BENZAMIDE","N-(1,1-dimethyl-2-propynyl)benzamide",N-(2-methylbut-3-yn-2-yl)benzamide,99880,DTXSID20186895,CC(C)(C#C)NC(=O)c1ccccc1,"InChI=1S/C12H13NO/c1-4-12(2,3)13-11(14)10-8-6-5-7-9-10/h1,5-9H,2-3H3,(H,13,14)",IZBRKPDCFBAIKG-UHFFFAOYSA-N,1.54,100624,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd280>,C#CC(C)(C)NC(=O)c1ccccc1
100626,33629-47-9,33629-47-9,CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,BUTRALIN,Butralin,"N-(butan-2-yl)-4-tert-butyl-2,6-dinitroaniline",99882,DTXSID3032337,CCC(C)Nc1c(cc(cc1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,"InChI=1S/C14H21N3O4/c1-6-9(2)15-13-11(16(18)19)7-10(14(3,4)5)8-12(13)17(20)21/h7-9,15H,6H2,1-5H3",SPNQRCTZKIBOAX-UHFFFAOYSA-N,3.98,100626,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd2e0>,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-]
100627,33820-53-0,33820-53-0,CC(C)c1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O,ISOPROPALIN,Isopropalin,"2,6-dinitro-4-(propan-2-yl)-N,N-dipropylaniline",99883,DTXSID8024157,CC(C)c1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O,"InChI=1S/C15H23N3O4/c1-5-7-16(8-6-2)15-13(17(19)20)9-12(11(3)4)10-14(15)18(21)22/h9-11H,5-8H2,1-4H3",NEKOXWSIMFDGMA-UHFFFAOYSA-N,4.0,100627,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd340>,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]
100628,33979-03-2,33979-03-2,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,"2,2',4,4',6,6'-PCB","2,2',4,4',6,6'-Hexachlorobiphenyl","2,2',4,4',6,6'-hexachlorobiphenyl",99884,DTXSID3040302,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,InChI=1S/C12H4Cl6/c13-5-1-7(15)11(8(16)2-5)12-9(17)3-6(14)4-10(12)18/h1-4H,ICOAEPDGFWLUTI-UHFFFAOYSA-N,6.08,100628,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd3a0>,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1
100630,34256-82-1,34256-82-1,Cc1cccc(CC)c1N(COCC)C(=O)CCl,ACETOCHLOR,Acetochlor,2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,99886,DTXSID8023848,Cc1cccc(CC)c1N(COCC)C(=O)CCl,"InChI=1S/C14H20ClNO2/c1-4-12-8-6-7-11(3)14(12)16(10-18-5-2)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",VTNQPKFIQCLBDU-UHFFFAOYSA-N,2.32,100630,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd400>,CCOCN(C(=O)CCl)c1c(C)cccc1CC
100632,34883-43-7,34883-43-7,Clc1ccc(cc1)-c1ccccc1Cl,"2,4'-DICHLOROBIPHENYL","2,4'-Dichlorobiphenyl","2,4'-dichlorobiphenyl",99887,DTXSID0022511,Clc1ccc(cc1)-c1ccccc1Cl,InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,UFNIBRDIUNVOMX-UHFFFAOYSA-N,4.34,100632,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd460>,Clc1ccc(-c2ccccc2Cl)cc1
100633,35065-27-1,35065-27-1,Clc1cc(Cl)c(Cl)cc1-c1cc(Cl)c(Cl)cc1Cl,"2,4,5,2',4',5'-HEXACHLOROBIPHENYL","2,2',4,4',5,5'-Hexachlorobiphenyl","2,2',4,4',5,5'-hexachlorobiphenyl",99888,DTXSID2032180,Clc1cc(Cl)c(Cl)cc1-c1cc(Cl)c(Cl)cc1Cl,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,MVWHGTYKUMDIHL-UHFFFAOYSA-N,5.58,100633,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd4c0>,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl
100635,35367-38-5,35367-38-5,O=C(Nc1ccc(Cl)cc1)NC(=O)c1c(F)cccc1F,DIFLUBENZURON,Diflubenzuron,"N-[(4-chlorophenyl)carbamoyl]-2,6-difluorobenzamide",99890,DTXSID1024049,O=C(Nc1ccc(Cl)cc1)NC(=O)c1c(F)cccc1F,"InChI=1S/C14H9ClF2N2O2/c15-8-4-6-9(7-5-8)18-14(21)19-13(20)12-10(16)2-1-3-11(12)17/h1-7H,(H2,18,19,20,21)",QQQYTWIFVNKMRW-UHFFFAOYSA-N,3.83,100635,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd520>,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1
100636,35400-43-2,35400-43-2,CSc1ccc(cc1)OP(=S)(OCC)SCCC,SULPROFOS,Sulprofos,O-ethyl O-[4-(methylsulfanyl)phenyl] S-propyl phosphorodithioate,99891,DTXSID8032675,CSc1ccc(cc1)OP(=S)(OCC)SCCC,"InChI=1S/C12H19O2PS3/c1-4-10-18-15(16,13-5-2)14-11-6-8-12(17-3)9-7-11/h6-9H,4-5,10H2,1-3H3",JXHJNEJVUNHLKO-UHFFFAOYSA-N,4.08,100636,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd580>,CCCSP(=S)(OCC)Oc1ccc(SC)cc1
100637,35554-44-0,35554-44-0,C=CCOC(C[n]1c[n]cc1)c1ccc(Cl)cc1Cl,IMAZALIL BASE,Imazalil,"1-[2-(2,4-dichlorophenyl)-2-(prop-2-en-1-yloxy)ethyl]-1H-imidazole",99892,DTXSID8024151,C=CCOC(C[n]1c[n]cc1)c1ccc(Cl)cc1Cl,"InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2",PZBPKYOVPCNPJY-UHFFFAOYSA-N,3.73,100637,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd5e0>,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl
100639,35694-04-3,35694-04-3,Clc1cc(Cl)c(Cl)c(c1)-c1cc(Cl)cc(Cl)c1Cl,"2,2',3,3',5,5'-HEXACHLOROBIPHENYL","2,2',3,3',5,5'-Hexachlorobiphenyl","2,2',3,3',5,5'-hexachlorobiphenyl",99894,DTXSID4030045,Clc1cc(Cl)c(Cl)c(c1)-c1cc(Cl)cc(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-5-1-7(11(17)9(15)3-5)8-2-6(14)4-10(16)12(8)18/h1-4H,AJKLKINFZLWHQE-UHFFFAOYSA-N,6.48,100639,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd640>,Clc1cc(Cl)c(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1
100640,35694-08-7,35694-08-7,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,"2,2',3,3',4,4',5,5'-OCTACHLOROBIPHENYL","2,2',3,3',4,4',5,5'-Octachlorobiphenyl","1,2,3,4-tetrachloro-5-(2,3,4,5-tetrachlorophenyl)benzene",99895,DTXSID5074139,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,DTMRKGRREZAYAP-UHFFFAOYSA-N,6.41,100640,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd6a0>,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
100641,36627-56-2,36627-56-2,CN(C)C(=O)Nc1cc(C)cc(C)c1,"1,1-DIME-3-(3,5-DIME PH) UREA","N'-(3,5-Dimethylphenyl)-N,N-dimethylurea","3-(3,5-dimethylphenyl)-1,1-dimethylurea",99896,DTXSID60190097,CN(C)C(=O)Nc1cc(C)cc(C)c1,"InChI=1S/C11H16N2O/c1-8-5-9(2)7-10(6-8)12-11(14)13(3)4/h5-7H,1-4H3,(H,12,14)",GXENDNINAWQOAL-UHFFFAOYSA-N,1.73,100641,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd700>,Cc1cc(C)cc(NC(=O)N(C)C)c1
100643,37680-65-2,37680-65-2,Clc1cc(-c2ccccc2Cl)c(Cl)cc1,"2,2',5-TRICHLOROBIPHENYL","2,2',5-Trichlorobiphenyl","1,4-dichloro-2-(2-chlorophenyl)benzene",99898,DTXSID6073491,Clc1cc(-c2ccccc2Cl)c(Cl)cc1,InChI=1S/C12H7Cl3/c13-8-5-6-12(15)10(7-8)9-3-1-2-4-11(9)14/h1-7H,DCMURXAZTZQAFB-UHFFFAOYSA-N,4.4,100643,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd760>,Clc1ccc(Cl)c(-c2ccccc2Cl)c1
100644,37680-66-3,37680-66-3,Clc1cc(Cl)c(cc1)-c1ccccc1Cl,"2,2',4-TRICHLOROBIPHENYL","2,2',4-Trichlorobiphenyl","2,4-dichloro-1-(2-chlorophenyl)benzene",99899,DTXSID1073492,Clc1cc(Cl)c(cc1)-c1ccccc1Cl,InChI=1S/C12H7Cl3/c13-8-5-6-10(12(15)7-8)9-3-1-2-4-11(9)14/h1-7H,YKKYCYQDUUXNLN-UHFFFAOYSA-N,4.84,100644,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd7c0>,Clc1ccc(-c2ccccc2Cl)c(Cl)c1
100645,37680-73-2,37680-73-2,Clc1cc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)cc1,"2,4,5,2',5'-PENTACHLOROBIPHENYL","2,2,4,5,5'-Pentochlorobiphenyl","2,2',4,5,5'-pentachlorobiphenyl",99900,DTXSID8038304,Clc1cc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)cc1,InChI=1S/C12H5Cl5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,LAHWLEDBADHJGA-UHFFFAOYSA-N,5.22,100645,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd820>,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1
100647,37924-13-3,37924-13-3,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c1ccccc1,PERFLUIDONE,Perfluidone,"1,1,1-trifluoro-N-[2-methyl-4-(phenylsulfonyl)phenyl]methanesulfonamide",99902,DTXSID3042267,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c1ccccc1,"InChI=1S/C14H12F3NO4S2/c1-10-9-12(23(19,20)11-5-3-2-4-6-11)7-8-13(10)18-24(21,22)14(15,16)17/h2-9,18H,1H3",WHTBVLXUSXVMEV-UHFFFAOYSA-N,3.08,100647,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd880>,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F
100648,38379-99-6,38379-99-6,Clc1cc(-c2c(Cl)c(Cl)ccc2Cl)c(Cl)cc1,"2,2',3,5',6-PENTACHLOROBIPHENYL","2,2',3,5',6-Pentachlorobiphenyl","2,2',3,5',6-pentachlorobiphenyl",99903,DTXSID3038301,Clc1cc(-c2c(Cl)c(Cl)ccc2Cl)c(Cl)cc1,InChI=1S/C12H5Cl5/c13-6-1-2-8(14)7(5-6)11-9(15)3-4-10(16)12(11)17/h1-5H,GXNNLIMMEXHBKV-UHFFFAOYSA-N,5.55,100648,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8bd8e0>,Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1
