ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,Salt_Solvent,Salt_Solvent_ID,MP,ID
102920,302-49-8,302-49-8,CCOC(=O)NP(=O)(N1CC1)N1CC1,Uredepa,Uredepa,ethyl N-[bis(aziridin-1-yl)phosphoryl]carbamate,30099,DTXSID20184295,CCOC(=O)NP(=O)(N1CC1)N1CC1,"InChI=1S/C7H14N3O3P/c1-2-13-7(11)8-14(12,9-3-4-9)10-5-6-10/h2-6H2,1H3,(H,8,11,12)",SPDZFJLQFWSJGA-UHFFFAOYSA-N,?,,89.0,102920
102922,302-70-5,302-70-5,Cl.C[N+]([O-])(CCCl)CCCl,Mechlorethamine Oxide Hydrochloride,Nitrogen mustard oxide,bis(2-chloroethyl)methylamine oxide hydrochloride (1:1),30101,DTXSID0023375,C[N+]([O-])(CCCl)CCCl,"InChI=1S/C5H11Cl2NO/c1-8(9,4-2-6)5-3-7/h2-5H2,1H3",AFLXUQUGROGEFA-UHFFFAOYSA-N,Cl,18179,109.5,102922
102923,302-79-4,302-79-4,CC1CCCC(C)(C)C=1/C=C/C(/C)=C/C=C/C(/C)=C/C(O)=O,RETINOIC ACID,all-trans-Retinoic acid,C20H28O2,30102,DTXSID7021239,CC1CCCC(C)(C)C=1C=CC(C)=CC=CC(C)=CC(O)=O,"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14+",SHGAZHPCJJPHSC-YCNIQYBTSA-N,?,,181.0,102923
102924,302-91-0,651-43-4,C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,"Allopregnane-3a,11b,17a,21-tetrol-20-one","PUBCHEM_12444612, PUBCHEM_21969163",C21H34O5,30103,DTXSID40498503,CC12CC(O)C3C(CCC4CC(O)CCC43C)C1CCC2(O)C(=O)CO,"InChI=1S/C21H34O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h12-16,18,22-24,26H,3-11H2,1-2H3",AODPIQQILQLWGS-UHFFFAOYSA-N,?,,244.5,102924
102926,303-21-9,303-21-9,Cc1c(cc(C(C)C)c(O)c1[N+]([O-])=O)[N+]([O-])=O,"Phenol, 3-methyl-6-(1-methylethyl)-2,4-dinitro-","Phenol, 3-methyl-6-(1-methylethyl)-2,4-dinitro-","3-methyl-2,4-dinitro-6-propan-2-ylphenol",30105,DTXSID6059786,Cc1c(cc(C(C)C)c(O)c1[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C10H12N2O5/c1-5(2)7-4-8(11(14)15)6(3)9(10(7)13)12(16)17/h4-5,13H,1-3H3",XBCVBHKJVWVNID-UHFFFAOYSA-N,?,,55.5,102926
102927,303-34-4,303-34-4,CC(C)(O)[C@@](O)([C@H](C)OC)C(=O)OCC1=CCN2CC[C@H](OC(=O)/C(/C)=C\C)[C@H]21,LASIOCARPINE,Lasiocarpine,"(1S,7aR)-7-[({(2S)-2,3-dihydroxy-2-[(1S)-1-methoxyethyl]-3-methylbutanoyl}oxy)methyl]-2,3,5,7a-tetrahydro-1H-pyrrolizin-1-yl (2Z)-2-methylbut-2-enoate",30106,DTXSID1020772,CC(C)(O)C(O)(C(C)OC)C(=O)OCC1=CCN2CCC(OC(=O)C(C)=CC)C21,"InChI=1S/C21H33NO7/c1-7-13(2)18(23)29-16-9-11-22-10-8-15(17(16)22)12-28-19(24)21(26,14(3)27-6)20(4,5)25/h7-8,14,16-17,25-26H,9-12H2,1-6H3/b13-7+",QHOZSLCIKHUPSU-NTUHNPAUSA-N,?,,95.0,102927
102928,303-38-8,303-38-8,Oc1cccc(C(O)=O)c1O,"2,3-DIHYDROXYBENZOIC ACID","2,3-Dihydroxybenzoic acid",C7H6O4,30107,DTXSID70858712,Oc1cccc(C(O)=O)c1O,"InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)",GLDQAMYCGOIJDV-UHFFFAOYSA-N,?,,204.0,102928
102931,303-49-1,303-49-1,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12,CHLORIMIPRAMINE,Clomipramine,"3-(3-chloro-10,11-dihydro-5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethylpropan-1-amine",30109,DTXSID6022844,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12,"InChI=1S/C19H23ClN2/c1-21(2)12-5-13-22-18-7-4-3-6-15(18)8-9-16-10-11-17(20)14-19(16)22/h3-4,6-7,10-11,14H,5,8-9,12-13H2,1-2H3",GDLIGKIOYRNHDA-UHFFFAOYSA-N,?,,189.5,102931
102932,304-06-3,304-06-3,Oc1c(cccc1C(O)=O)-c1ccccc1,3-Phenylsalicylic acid,"[1,1'-Biphenyl]-3-carboxylic acid, 2-hydroxy-",2-Hydroxy-3-phenylbenzoic acid,30110,DTXSID1059787,Oc1c(cccc1C(O)=O)-c1ccccc1,"InChI=1S/C13H10O3/c14-12-10(9-5-2-1-3-6-9)7-4-8-11(12)13(15)16/h1-8,14H,(H,15,16)",ZJWUEJOPKFYFQD-UHFFFAOYSA-N,?,,186.5,102932
102933,304-55-2,304-55-2,OC(=O)[C@@H](S)[C@@H](S)C(O)=O,Succimer,Succimer,"(2R,3S)-2,3-disulfanylbutanedioic acid",30111,DTXSID1023601,OC(=O)C(S)C(S)C(O)=O,"InChI=1S/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)",ACTRVOBWPAIOHC-UHFFFAOYSA-N,?,,193.0,102933
102935,305-01-1,305-01-1,Oc1cc2C=CC(=O)Oc2cc1O,Esculetin,Esculetin,"6,7-dihydroxychromen-2-one",30113,DTXSID3075383,Oc1cc2C=CC(=O)Oc2cc1O,"InChI=1S/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11/h1-4,10-11H",ILEDWLMCKZNDJK-UHFFFAOYSA-N,?,,276.0,102935
102936,305-03-3,305-03-3,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,Chlorambucil,Chlorambucil,4-{4-[bis(2-chloroethyl)amino]phenyl}butanoic acid,30114,DTXSID7020263,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,"InChI=1S/C14H19Cl2NO2/c15-8-10-17(11-9-16)13-6-4-12(5-7-13)2-1-3-14(18)19/h4-7H,1-3,8-11H2,(H,18,19)",JCKYGMPEJWAADB-UHFFFAOYSA-N,?,,65.0,102936
102937,305-15-7,305-15-7,NNc1cc(Cl)ccc1Cl,"Hydrazine, (2,5-dichlorophenyl)-","Hydrazine, (2,5-dichlorophenyl)-","(2,5-Dichlorophenyl)hydrazine",30115,DTXSID1059789,NNc1cc(Cl)ccc1Cl,"InChI=1S/C6H6Cl2N2/c7-4-1-2-5(8)6(3-4)10-9/h1-3,10H,9H2",LZKWWERBNXLGLI-UHFFFAOYSA-N,?,,102.5,102937
102940,305-85-1,305-85-1,[O-][N+](=O)c1cc(I)c(O)c(I)c1,"Phenol, 2,6-diiodo-4-nitro-","2,6-Diiodo-4-nitrophenol","2,6-diiodo-4-nitrophenol",30117,DTXSID4046573,[O-][N+](=O)c1cc(I)c(O)c(I)c1,"InChI=1S/C6H3I2NO3/c7-4-1-3(9(11)12)2-5(8)6(4)10/h1-2,10H",UVGTXNPVQOQFQW-UHFFFAOYSA-N,?,,157.0,102940
102942,306-08-1,306-08-1,COc1cc(CC(O)=O)ccc1O,"BENZENEACETIC ACID, 4-HYDROXY-3-METHOXY-",Homovanillic acid,2-(4-hydroxy-3-methoxyphenyl)acetic acid,30118,DTXSID5059791,COc1cc(CC(O)=O)ccc1O,"InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)",QRMZSPFSDQBLIX-UHFFFAOYSA-N,?,,143.5,102942
102945,306-41-2,306-41-2,[Br-].[Br-].C[N+](C)(C)CCOC(=O)NCCCCCCNC(=O)OCC[N+](C)(C)C,Hexacarbacholine Bromide,,,30120,DTXSID70878374,C[N+](C)(C)CCOC(=O)NCCCCCCNC(=O)OCC[N+](C)(C)C,"InChI=1S/C18H38N4O4/c1-21(2,3)13-15-25-17(23)19-11-9-7-8-10-12-20-18(24)26-16-14-22(4,5)6/h7-16H2,1-6H3/p+2",MBWXZXUOKTXXBU-UHFFFAOYSA-P,[Br-].[Br-],175,175.0,102945
102946,306-44-5,306-44-5,CC(=O)C=NO,HYDROXYIMINOACETONE,"Propanal, 2-oxo-, 1-oxime",,30121,DTXSID0073162,CC(=O)CN=O,"InChI=1S/C3H5NO2/c1-3(5)2-4-6/h2H2,1H3",XIOSHRWCAJCXKL-UHFFFAOYSA-N,?,,69.0,102946
102947,306-53-6,306-53-6,[Br-].[Br-].CN(CC[N+](C)(C)CC)CC[N+](C)(C)CC,Azamethonium Bromide,,,30122,DTXSID90877364,CN(CC[N+](C)(C)CC)CC[N+](C)(C)CC,"InChI=1S/C13H33N3/c1-8-15(4,5)12-10-14(3)11-13-16(6,7)9-2/h8-13H2,1-7H3/q+2",NHWGPUVJQFTOQX-UHFFFAOYSA-N,[Br-].[Br-],175,213.5,102947
102950,306-91-2,306-91-2,FC1(F)C2(F)C(F)(C(F)(F)C(F)(F)C3(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C3(F)F)C(F)(F)C(F)(F)C1(F)F,TETRACOSAFLUOROTETRADECAHYDROPHENANTHRENE,Tetracosafluorotetradecahydrophenanthrene,tetracosafluorotetradecahydrophenanthrene,30124,DTXSID1047029,FC1(F)C2(F)C(F)(C(F)(F)C(F)(F)C3(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C3(F)F)C(F)(F)C(F)(F)C1(F)F,"InChI=1S/C14F24/c15-1-2(16)4(18,10(29,30)14(37,38)12(33,34)6(2,21)22)8(25,26)7(23,24)3(1,17)9(27,28)13(35,36)11(31,32)5(1,19)20",QKENRHXGDUPTEM-UHFFFAOYSA-N,?,,-20.0,102950
102952,306-94-5,306-94-5,FC1(F)C2(F)C(F)(C(F)(F)C(F)(F)C1(F)F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,"Naphthalene, octadecafluorodecahydro-",Perflunafene,octadecafluorodecahydronaphthalene,30125,DTXSID0046511,FC1(F)C2(F)C(F)(C(F)(F)C(F)(F)C1(F)F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,"InChI=1S/C10F18/c11-1-2(12,5(17,18)9(25,26)7(21,22)3(1,13)14)6(19,20)10(27,28)8(23,24)4(1,15)16",UWEYRJFJVCLAGH-UHFFFAOYSA-N,?,,-10.0,102952
102954,307-34-6,307-34-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Octane, octadecafluoro-","Octane, octadecafluoro-","1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-octadecafluorooctane",30126,DTXSID0059794,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8F18/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)26",YVBBRRALBYAZBM-UHFFFAOYSA-N,?,,-42.0,102954
102956,308-48-5,308-48-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Perfluorobutyl ether,"Ether, bis(nonafluorobutyl)","1,1,1,2,2,3,3,4,4-nonafluoro-4-(1,1,2,2,3,3,4,4,4-nonafluorobutoxy)butane",30128,DTXSID60184810,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8F18O/c9-1(10,5(17,18)19)3(13,14)7(23,24)27-8(25,26)4(15,16)2(11,12)6(20,21)22",LOJJTTDNNWYSGX-UHFFFAOYSA-N,?,,-100.0,102956
102958,,311-09-1,[Cl-].[Cl-].CC[N+](Cc1ccccc1)(CCCNC1=CC(=O)C(=CC1=O)NCCC[N+](Cc1ccccc1)(CC)CC)CC,Benzoquinonium Chloride,,,30129,,CC[N+](Cc1ccccc1)(CCCNC1=CC(=O)C(=CC1=O)NCCC[N+](Cc1ccccc1)(CC)CC)CC,"InChI=1S/C34H48N4O2/c1-5-37(6-2,27-29-17-11-9-12-18-29)23-15-21-35-31-25-34(40)32(26-33(31)39)36-22-16-24-38(7-3,8-4)28-30-19-13-10-14-20-30/h9-14,17-20,25-26H,5-8,15-16,21-24,27-28H2,1-4H3/p+2",YERABYSOHUZTPQ-UHFFFAOYSA-P,[Cl-].[Cl-],183,193.0,102958
102959,311-28-4,311-28-4,[I-].CCCC[N+](CCCC)(CCCC)CCCC,"1-Butanaminium, N,N,N-tributyl-, iodide",,,30130,DTXSID30878092,CCCC[N+](CCCC)(CCCC)CCCC,"InChI=1S/C16H36N/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4/h5-16H2,1-4H3/q+1",DZLFLBLQUQXARW-UHFFFAOYSA-N,[I-],19585,148.0,102959
102961,311-89-7,311-89-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,HEPTACOSAFLUOROTRIBUTYLAMINE,Perfluorotributylamine,"1,1,2,2,3,3,4,4,4-nonafluoro-N,N-bis(nonafluorobutyl)butan-1-amine",30132,DTXSID0027141,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12F27N/c13-1(14,7(25,26)27)4(19,20)10(34,35)40(11(36,37)5(21,22)2(15,16)8(28,29)30)12(38,39)6(23,24)3(17,18)9(31,32)33",RVZRBWKZFJCCIB-UHFFFAOYSA-N,?,,-50.0,102961
102962,312-30-1,312-30-1,[O-][N+](=O)c1cc(ccc1F)S(=O)(=O)c1cc(c(F)cc1)[N+]([O-])=O,Difluorodinitrobenzene sulfone,"Benzene, 1,1'-sulfonylbis[4-fluoro-3-nitro-",1-fluoro-4-(4-fluoro-3-nitrophenyl)sulfonyl-2-nitrobenzene,30133,DTXSID7059800,[O-][N+](=O)c1cc(ccc1F)S(=O)(=O)c1cc(c(F)cc1)[N+]([O-])=O,"InChI=1S/C12H6F2N2O6S/c13-9-3-1-7(5-11(9)15(17)18)23(21,22)8-2-4-10(14)12(6-8)16(19)20/h1-6H",KHAWDEWNXJIVCJ-UHFFFAOYSA-N,?,,193.5,102962
102963,312-73-2,312-73-2,FC(F)(F)c1[nH]c2ccccc2[n]1,2-CF3 BENZIMIDAZOLE,"1H-Benzimidazole, 2-(trifluoromethyl)- (9CI)",2-(Trifluoromethyl)-1H-benzimidazole,30134,DTXSID00185129,FC(F)(F)c1[nH]c2ccccc2[n]1,"InChI=1S/C8H5F3N2/c9-8(10,11)7-12-5-3-1-2-4-6(5)13-7/h1-4H,(H,12,13)",MXFMPTXDHSDMTI-UHFFFAOYSA-N,?,,209.5,102963
102965,313-72-4,313-72-4,Fc1c2c(c(F)c(F)c1F)c(F)c(F)c(F)c2F,Octafluoronaphthalene,Octafluoronaphthalene,"1,2,3,4,5,6,7,8-octafluoronaphthalene",30136,DTXSID60185221,Fc1c2c(c(F)c(F)c1F)c(F)c(F)c(F)c2F,InChI=1S/C10F8/c11-3-1-2(5(13)9(17)7(3)15)6(14)10(18)8(16)4(1)12,JDCMOHAFGDQQJX-UHFFFAOYSA-N,?,,87.5,102965
102966,314-35-2,NOCAS_861866,CN1C(=O)c2c([n]c[n]2CCN(CC)CC)N(C)C1=O,Etamiphyllin,,,30137,DTXSID10861866,CN1C(=O)c2c([n]c[n]2CCN(CC)CC)N(C)C1=O,"InChI=1S/C13H21N5O2/c1-5-17(6-2)7-8-18-9-14-11-10(18)12(19)16(4)13(20)15(11)3/h9H,5-8H2,1-4H3",AWKLBIOQCIORSB-UHFFFAOYSA-N,?,,75.0,102966
102967,314-40-9,314-40-9,CC1NC(=O)N(C(C)CC)C(=O)C=1Br,BROMACIL,Bromacil,"5-bromo-3-(butan-2-yl)-6-methylpyrimidine-2,4(1H,3H)-dione",30138,DTXSID4022020,CC1NC(=O)N(C(C)CC)C(=O)C=1Br,"InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)",CTSLUCNDVMMDHG-UHFFFAOYSA-N,?,,158.0,102967
102969,315-14-0,315-14-0,[O-][N+](=O)c1c(F)cc(F)cc1F,"1,3,5-Trifluoro-2-nitrobenzene","1,3,5-Trifluoro-2-nitrobenzene","1,3,5-Trifluoro-2-nitrobenzene",30140,DTXSID80185400,[O-][N+](=O)c1c(F)cc(F)cc1F,InChI=1S/C6H2F3NO2/c7-3-1-4(8)6(10(11)12)5(9)2-3/h1-2H,PWRFDGYYJWQIAB-UHFFFAOYSA-N,?,,3.5,102969
102970,315-18-4,315-18-4,CN(C)c1c(C)cc(cc1C)OC(=O)NC,MEXACARBATE,Mexacarbate,"4-(dimethylamino)-3,5-dimethylphenyl methylcarbamate",30141,DTXSID7020893,CN(C)c1c(C)cc(cc1C)OC(=O)NC,"InChI=1S/C12H18N2O2/c1-8-6-10(16-12(15)13-3)7-9(2)11(8)14(4)5/h6-7H,1-5H3,(H,13,15)",YNEVBPNZHBAYOA-UHFFFAOYSA-N,?,,85.0,102970
102971,315-30-0,315-30-0,Oc1[n]c[n]c2[nH][n]cc21,ALLOPURINOL,Allopurinol,"1H-pyrazolo[3,4-d]pyrimidin-4-ol",30142,DTXSID4022573,Oc1[n]c[n]c2[nH][n]cc21,"InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)",OFCNXPDARWKPPY-UHFFFAOYSA-N,?,,350.0,102971
102977,318-98-9,318-98-9,Cl.CC(C)NCC(O)COc1cccc2ccccc12,Propranolol hydrochloride [USAN:JAN],Propranolol hydrochloride,1-(naphthalen-1-yloxy)-3-(propan-2-ylamino)propan-2-ol hydrochloride (1:1),30144,DTXSID3021198,CC(C)NCC(O)COc1cccc2ccccc12,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",AQHHHDLHHXJYJD-UHFFFAOYSA-N,Cl,18179,164.0,102977
102981,320-60-5,320-60-5,FC(F)(F)c1ccc(Cl)cc1Cl,"2,4-DICHLORO(TRIFLUOROMETHYL)BENZENE","2,4-Dichlorobenzotrifluoride","2,4-dichloro-1-(trifluoromethyl)benzene",30145,DTXSID0047959,FC(F)(F)c1ccc(Cl)cc1Cl,"InChI=1S/C7H3Cl2F3/c8-4-1-2-5(6(9)3-4)7(10,11)12/h1-3H",KALSHRGEFLVFHE-UHFFFAOYSA-N,?,,-26.0,102981
102982,320-67-2,320-67-2,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Azacitidine,5-Azacytidine,"4-amino-1-(beta-D-ribofuranosyl)-1,3,5-triazin-2(1H)-one",30146,DTXSID9020116,NC1=NC(=O)N(C=N1)C1OC(CO)C(O)C1O,"InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)",NMUSYJAQQFHJEW-UHFFFAOYSA-N,?,,229.0,102982
102984,321-14-2,321-14-2,Oc1ccc(Cl)cc1C(O)=O,5-CHLOROSALICYLIC ACID,"Benzoic acid, 5-chloro-2-hydroxy-",5-Chloro-2-hydroxybenzoic acid,30148,DTXSID7059806,Oc1ccc(Cl)cc1C(O)=O,"InChI=1S/C7H5ClO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",NKBASRXWGAGQDP-UHFFFAOYSA-N,?,,171.5,102984
102985,321-28-8,321-28-8,COc1ccccc1F,2-FLUOROANISOLE,2-Fluoroanisole,1-Fluoro-2-methoxybenzene,30149,DTXSID50185891,COc1ccccc1F,"InChI=1S/C7H7FO/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3",JIXDOBAQOWOUPA-UHFFFAOYSA-N,?,,-39.0,102985
102986,321-38-0,321-38-0,Fc1cccc2ccccc21,1-FLUORONAPHTHALENE,1-Fluoronaphthalene,1-Fluoronaphthalene,30150,DTXSID7059808,Fc1cccc2ccccc21,InChI=1S/C10H7F/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,CWLKTJOTWITYSI-UHFFFAOYSA-N,?,,-9.0,102986
102988,321-60-8,321-60-8,Fc1ccccc1-c1ccccc1,"1,1'-Biphenyl, 2-fluoro-",2-Fluorobiphenyl,2-fluorobiphenyl,30152,DTXSID5047744,Fc1ccccc1-c1ccccc1,InChI=1S/C12H9F/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,KLECYOQFQXJYBC-UHFFFAOYSA-N,?,,73.5,102988
102989,321-64-2,321-64-2,Nc1c2ccccc2[n]c2CCCCc21,TACRINE,Tacrine,"1,2,3,4-tetrahydroacridin-9-amine",30153,DTXSID1037272,Nc1c2ccccc2[n]c2CCCCc21,"InChI=1S/C13H14N2/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1,3,5,7H,2,4,6,8H2,(H2,14,15)",YLJREFDVOIBQDA-UHFFFAOYSA-N,?,,183.5,102989
102992,322-79-2,322-79-2,CC(=O)Oc1cc(ccc1C(O)=O)C(F)(F)F,Triflusal,Triflusal,2-(acetyloxy)-4-(trifluoromethyl)benzoic acid,30155,DTXSID8045305,CC(=O)Oc1cc(ccc1C(O)=O)C(F)(F)F,"InChI=1S/C10H7F3O4/c1-5(14)17-8-4-6(10(11,12)13)2-3-7(8)9(15)16/h2-4H,1H3,(H,15,16)",RMWVZGDJPAKBDE-UHFFFAOYSA-N,?,,121.0,102992
102994,323-09-1,323-09-1,Fc1cc2ccccc2cc1,"NAPHTHALENE, 2-FLUORO-",2-Fluoronaphthalene,2-Fluoronaphthalene,30157,DTXSID80186033,Fc1cc2ccccc2cc1,InChI=1S/C10H7F/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,BAGQBTMEEISJLK-UHFFFAOYSA-N,?,,61.0,102994
102995,324-74-3,324-74-3,Fc1ccc(cc1)-c1ccccc1,4-FLUOROBIPHENYL,4-Fluorobiphenyl,1-fluoro-4-phenylbenzene,30158,DTXSID00186111,Fc1ccc(cc1)-c1ccccc1,InChI=1S/C12H9F/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,RUYZJEIKQYLEGZ-UHFFFAOYSA-N,?,,74.2,102995
102996,326-56-7,326-56-7,COC(=O)c1cc2OCOc2cc1,"1,3-Benzodioxole-5-carboxylic acid, methyl ester","1,3-Benzodioxole-5-carboxylic acid, methyl ester","Methyl 1,3-benzodioxole-5-carboxylate",30159,DTXSID2059809,COC(=O)c1cc2OCOc2cc1,"InChI=1S/C9H8O4/c1-11-9(10)6-2-3-7-8(4-6)13-5-12-7/h2-4H,5H2,1H3",QCHGUEIECOASJU-UHFFFAOYSA-N,?,,53.0,102996
102998,327-54-8,327-54-8,Fc1cc(F)c(F)cc1F,"1,2,4,5-TETRAFLUOROBENZENE","1,2,4,5-Tetrafluorobenzene","1,2,4,5-Tetrafluorobenzene",30161,DTXSID90186367,Fc1cc(F)c(F)cc1F,InChI=1S/C6H2F4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,SDXUIOOHCIQXRP-UHFFFAOYSA-N,?,,4.5,102998
103000,327-92-4,327-92-4,[O-][N+](=O)c1cc(c(F)cc1F)[N+]([O-])=O,"1,5-Difluoro-2,4-dinitrobenzene","Benzene, 1,5-difluoro-2,4-dinitro-","1,5-Difluoro-2,4-dinitrobenzene",30162,DTXSID6059813,[O-][N+](=O)c1cc(c(F)cc1F)[N+]([O-])=O,InChI=1S/C6H2F2N2O4/c7-3-1-4(8)6(10(13)14)2-5(3)9(11)12/h1-2H,VILFTWLXLYIEMV-UHFFFAOYSA-N,?,,73.0,103000
103003,328-50-7,328-50-7,OC(=O)CCC(=O)C(O)=O,"Pentanedioic acid, 2-oxo-",alpha-Ketoglutaric acid,2-oxopentanedioic acid,30165,DTXSID5033179,OC(=O)CCC(=O)C(O)=O,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)",KPGXRSRHYNQIFN-UHFFFAOYSA-N,?,,115.5,103003
103006,329-71-5,329-71-5,[O-][N+](=O)c1ccc(cc1O)[N+]([O-])=O,"2,5-DINITROPHENOL","2,5-Dinitrophenol","2,5-dinitrophenol",30168,DTXSID9022021,[O-][N+](=O)c1ccc(cc1O)[N+]([O-])=O,"InChI=1S/C6H4N2O5/c9-6-3-4(7(10)11)1-2-5(6)8(12)13/h1-3,9H",UWEZBKLLMKVIPI-UHFFFAOYSA-N,?,,108.0,103006
103007,329-89-5,329-89-5,Nc1ccc(c[n]1)C(N)=O,6-Aminonicotinamide,6-Aminonicotinamide,6-aminopyridine-3-carboxamide,30169,DTXSID5051446,Nc1ccc(c[n]1)C(N)=O,"InChI=1S/C6H7N3O/c7-5-2-1-4(3-9-5)6(8)10/h1-3H,(H2,7,9)(H2,8,10)",ZLWYEPMDOUQDBW-UHFFFAOYSA-N,?,,246.5,103007
103008,329-98-6,329-98-6,O=S(=O)(F)Cc1ccccc1,Phenylmethylsulfonyl fluoride,Benzenemethanesulfonyl fluoride,Phenylmethanesulfonyl fluoride,30170,DTXSID6059819,O=S(=O)(F)Cc1ccccc1,"InChI=1S/C7H7FO2S/c8-11(9,10)6-7-4-2-1-3-5-7/h1-5H,6H2",YBYRMVIVWMBXKQ-UHFFFAOYSA-N,?,,93.0,103008
103011,330-54-1,330-54-1,CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,DIURON,Diuron,"3-(3,4-dichlorophenyl)-1,1-dimethylurea",30172,DTXSID0020446,CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,"InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",XMTQQYYKAHVGBJ-UHFFFAOYSA-N,?,,158.0,103011
103012,330-55-2,330-55-2,CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,LINURON,Linuron,"3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea",30173,DTXSID2024163,CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,"InChI=1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",XKJMBINCVNINCA-UHFFFAOYSA-N,?,,93.0,103012
103014,333-20-0,333-20-0,[K+].N#C[S-],Potassium Thiocyanate,Potassium thiocyanate,potassium thiocyanate,30175,DTXSID7029619,N#CS,InChI=1S/CHNS/c2-1-3/h3H,ZMZDMBWJUHKJPS-UHFFFAOYSA-N,[K+],198,173.0,103014
