CMPD_CHEMBLID,exp,smiles,mol,isosmiles
CHEMBL92840,2.15,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccncc2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3520>,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccncc2)cc1)C(F)(F)F
CHEMBL360227,2.4,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3580>,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F
CHEMBL2207281,2.06,OCCNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db35e0>,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NCCO)ccc12
CHEMBL1762550,3.44,CN(c1ccnc(Nc2cc(nc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3640>,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)nc(N3CCOCC3)c2)n1
CHEMBL177611,0.6,Clc1ccc(cc1)C(=O)N[C@H]2CN3CCC2CC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db36a0>,O=C(N[C@H]1CN2CCC1CC2)c1ccc(Cl)cc1
CHEMBL1320527,1.91,CC1=C(OCc2ccc(F)cc2)C(=O)C=CO1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3700>,Cc1occc(=O)c1OCc1ccc(F)cc1
CHEMBL1414985,2.96,Clc1ccc(cc1)C(=O)Cc2ccccn2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3760>,O=C(Cc1ccccn1)c1ccc(Cl)cc1
CHEMBL6800,1.9,COc1nc(Br)cnc1NS(=O)(=O)c2cccc3c(cccc23)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db37c0>,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL1364572,2.91,NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3820>,NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N
CHEMBL1201117,0.36,COc1ccccc1OCC(O)COC(=O)N,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3880>,COc1ccccc1OCC(O)COC(N)=O
CHEMBL2003130,3.31,Clc1ccc2C(=O)NC(=Nc2c1)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db38e0>,O=c1[nH]c(-c2ccccc2)nc2cc(Cl)ccc12
CHEMBL388525,3.39,Oc1cc(O)c2C(=O)c3ccccc3Oc2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3940>,O=c1c2ccccc2oc2cc(O)cc(O)c12
CHEMBL1778650,0.31,CCC(Oc1ccc(cc1c2ccc(cc2C)S(=O)(=O)CC)C(F)(F)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db39a0>,CCC(Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)O
CHEMBL65511,1.97,COC(=O)N1CCN([C@@H](CN2CCCC2)C1)C(=O)Cc3ccc(Cl)c(Cl)c3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3a00>,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1
CHEMBL457887,1.32,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN(C)C)n2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3a60>,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN(C)C)cc3)n2)n1C(C)C
CHEMBL1255840,-0.27,CC1(C)CCC(CC1)NC(=O)[C@@H](N)CCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3ac0>,CC1(C)CCC(NC(=O)[C@@H](N)CCC(=O)O)CC1
CHEMBL61593,2.12,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C3CC4CC3C=C4)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3b20>,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
CHEMBL1822878,4.3,Oc1ccc(Br)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3b80>,Oc1ccc(Br)c2ccccc12
CHEMBL1082410,3.3,CNC(=O)c1ccc(cc1F)N2C(=S)N(C(=O)C23CCC3)c4ccc(C#N)c(c4)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3be0>,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F
CHEMBL1950849,2.64,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3cccc(F)c3)C2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3c40>,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2cccc(F)c2)C1)C1CCCCC1
CHEMBL22442,2.4,CCCC1=CC(=CC(=O)N1Cc2ccc(cc2)c3ccccc3c4nn[nH]n4)OCc5ccccc5,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3ca0>,CCCc1cc(OCc2ccccc2)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CHEMBL2070938,1.3,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nccs4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3d00>,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1
CHEMBL1778622,1.54,CCSc1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3d60>,CCSc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1
CHEMBL1886566,2.38,COc1ccc(CN2C(=O)CCC2(C)C(=O)NC3CCCCC3)c(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3dc0>,COc1ccc(CN2C(=O)CCC2(C)C(=O)NC2CCCCC2)c(OC)c1
CHEMBL51583,3.1,O=C1C(=O)c2cc(ccc2c3ccccc13)c4ccsc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3e20>,O=C1C(=O)c2cc(-c3ccsc3)ccc2-c2ccccc21
CHEMBL101311,2.9,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3e80>,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1
CHEMBL1944739,-1.0,CN(C)CCCNC(=O)c1nc(Cl)c(N)nc1N,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3ee0>,CN(C)CCCNC(=O)c1nc(Cl)c(N)nc1N
CHEMBL855,1.88,Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3ccccn3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3f40>,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
CHEMBL1806525,2.8,COc1cc(ccc1Nc2ncc(C#N)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3db3fa0>,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C#N)c(-c2cnc3ccccn23)n1
CHEMBL559078,2.41,CCCCC(CC)CNC(=O)c1cc(ccc1Cl)N2N=CC(=O)NC2=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94040>,CCCCC(CC)CNC(=O)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl
CHEMBL2024676,3.15,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3ccc(Cl)c(Cl)c3)CC1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d940a0>,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)CC1
CHEMBL126048,0.8,Oc1c2ncc3ccccc3c2nn1c4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94100>,Oc1c2ncc3ccccc3c2nn1-c1ccccc1
CHEMBL1917440,0.03,Cc1c(Sc2ccc(Cl)cc2)c3c(cccc3n1CC(=O)O)c4cnccn4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94160>,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O
CHEMBL502684,0.2,C(Oc1ccccc1)C2CNCCO2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d941c0>,c1ccc(OCC2CNCCO2)cc1
CHEMBL1783286,3.4,COc1ncc(C)cc1c2cccc3c(N)c(nnc23)C(=O)NC4CC4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94220>,COc1ncc(C)cc1-c1cccc2c(N)c(C(=O)NC3CC3)nnc12
CHEMBL1689114,1.01,OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94280>,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)c2ccccc2)CC1
CHEMBL1947157,3.15,O[C@@H](CNCCc1cccc(CNCCc2c(Cl)cccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d942e0>,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1
CHEMBL535,2.26,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94340>,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
CHEMBL2171033,1.5,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4ccccc4)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d943a0>,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
CHEMBL490,1.78,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94400>,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
CHEMBL178737,1.79,O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94460>,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2
CHEMBL183425,3.81,CN1CCN(CCCOc2ccc(cc2)c3onc(c3)c4ccc(F)cc4)CC1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d944c0>,CN1CCN(CCCOc2ccc(-c3cc(-c4ccc(F)cc4)no3)cc2)CC1
CHEMBL1321641,1.51,N#Cc1nc(nc(n1)N2CCOCC2)N3CCOCC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94520>,N#Cc1nc(N2CCOCC2)nc(N2CCOCC2)n1
CHEMBL93124,3.5,CNc1ccc(cc1)c2nc3ccc(O)cc3s2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94580>,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1
CHEMBL436381,1.97,CN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d945e0>,CN1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1
CHEMBL1586531,3.1,Clc1ccc(cc1)C(=O)\C=C\Sc2nc[nH]n2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94640>,O=C(/C=C/Sc1nc[nH]n1)c1ccc(Cl)cc1
CHEMBL228761,2.21,O=C1C2CCC(N2)C(=O)N1Cc3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d946a0>,O=C1C2CCC(N2)C(=O)N1Cc1ccccc1
CHEMBL810,-1.08,CN1N=Nc2c(ncn2C1=O)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94700>,Cn1nnc2c(C(N)=O)ncn2c1=O
CHEMBL1430414,2.35,Fc1cc2[nH]cnc2cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94760>,Fc1cc2[nH]cnc2cc1Cl
CHEMBL189181,4.28,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d947c0>,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1
CHEMBL1910654,3.25,N[C@H](CNC(=O)c1cc2c(cccc2[nH]1)c3ccccc3Cc4ccccc4)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94820>,N[C@H](CNC(=O)c1cc2c(-c3ccccc3Cc3ccccc3)cccc2[nH]1)C(=O)O
CHEMBL182380,2.86,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(cc4)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94880>,CCN(C(=O)NCc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
CHEMBL341324,1.67,CCN(CC)C(=O)Cc1csc(NS(=O)(=O)c2cccc(Cl)c2C)n1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d948e0>,CCN(CC)C(=O)Cc1csc(NS(=O)(=O)c2cccc(Cl)c2C)n1
CHEMBL214637,2.19,CCCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94940>,CCCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1
CHEMBL1565348,3.7,CCCc1c(cnn1c2ccccc2)C(=O)Nc3cc(C)on3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d949a0>,CCCc1c(C(=O)Nc2cc(C)on2)cnn1-c1ccccc1
CHEMBL552512,1.15,O=C(CC1CCCCCC1)Nc2cccc3C(=O)N(C=Cc23)[C@H]4CCNC4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94a00>,O=C(CC1CCCCCC1)Nc1cccc2c(=O)n([C@H]3CCNC3)ccc12
CHEMBL421,-0.58,OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94a60>,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
CHEMBL370152,2.96,OC(=O)c1c(Sc2ccccc2)c3cc(Cl)ccc3n1Cc4ccc(Cl)cc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94ac0>,O=C(O)c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1
CHEMBL2059872,3.1,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc(CN5CCOCC5)s4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94b20>,Cc1ccc(-c2ncc(CN3CCOCC3)s2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL1531981,1.63,Cc1oc(cc1C(=O)Nc2cccc(c2)C(=O)O)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94b80>,Cc1oc(-c2ccccc2)cc1C(=O)Nc1cccc(C(=O)O)c1
CHEMBL1944652,3.86,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc5cccnc45,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94be0>,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc3cccnc23)cc1
CHEMBL168073,2.63,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94c40>,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1
CHEMBL380130,3.8,COc1ccc2NC(=O)C(NC(=O)c3ccccc3OC)N=C(c4ccccc4)c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94ca0>,COc1ccc2c(c1)C(c1ccccc1)=NC(NC(=O)c1ccccc1OC)C(=O)N2
CHEMBL389792,2.87,CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94d00>,CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
CHEMBL1770465,3.58,C[C@@H](Oc1ccc(SCCCCCc2ccccc2)cc1)C(=O)c3nc(C)c(CCCC(=O)O)s3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94d60>,Cc1nc(C(=O)[C@@H](C)Oc2ccc(SCCCCCc3ccccc3)cc2)sc1CCCC(=O)O
CHEMBL48190,1.54,COC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94dc0>,COC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1
CHEMBL51478,2.89,COc1ccnc(CSc2nc3ccccc3[nH]2)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94e20>,COc1ccnc(CSc2nc3ccccc3[nH]2)c1
CHEMBL1224288,2.3,Oc1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94e80>,Oc1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1
CHEMBL1180250,1.0,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CC4)c5ccccn5,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94ee0>,O=c1[nH]n(C(c2ccccn2)C2CC2)c(=O)c2c(O)c3ccc(Cl)cc3nc12
CHEMBL2010832,2.7,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3F)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94f40>,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1F)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1
CHEMBL308538,-1.2,Fc1ncccc1OC[C@@H]2CCN2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3d94fa0>,Fc1ncccc1OC[C@@H]1CCN1
CHEMBL1824369,2.34,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3040>,N#Cc1ccccc1COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1cccc(O)c1
CHEMBL2011928,3.28,COc1ccc(cc1)c2nc3c(NCCCNC(=O)C)c(Br)cnc3[nH]2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da30a0>,COc1ccc(-c2nc3c(NCCCNC(C)=O)c(Br)cnc3[nH]2)cc1
CHEMBL471412,3.86,COc1ccc(N(C(C(=O)NC2CCCC2)c3ccccc3F)C(=O)c4ccccc4)c(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3100>,COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1
CHEMBL1306424,3.6,Cc1ccnc(NCc2ccc(Cl)cc2)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3160>,Cc1ccnc(NCc2ccc(Cl)cc2)c1
CHEMBL1762547,3.8,CCN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da31c0>,CCN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cc(CO)ccc1C
CHEMBL215275,2.12,CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3220>,CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC
CHEMBL355236,2.8,CCCc1c(O)c(ccc1OCc2ccc(cc2OC)c3nn[nH]n3)C(=O)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3280>,CCCc1c(OCc2ccc(-c3nn[nH]n3)cc2OC)ccc(C(C)=O)c1O
CHEMBL211265,2.46,Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)C4CC4)cc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da32e0>,Nc1nc(N)c(-c2ccc(NC(=O)C3CC3)cc2)c(COCc2ccccc2)n1
CHEMBL1946615,2.12,O=C(N1CCOCC1)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3340>,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCOCC1
CHEMBL2171215,2.13,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)Cc4ccccc4)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da33a0>,O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
CHEMBL571526,2.72,C[C@@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3400>,Cc1cc(Nc2nc(O[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1
CHEMBL1738748,2.42,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3460>,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1
CHEMBL575099,3.22,COc1cc(Nc2cc(Oc3cc(C)c(C)nc3c4ccccn4)ccn2)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da34c0>,COc1cc(Nc2cc(Oc3cc(C)c(C)nc3-c3ccccn3)ccn2)cc(OC)c1OC
CHEMBL459219,1.21,CSc1nc(C(=O)N)c(N)s1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3520>,CSc1nc(C(N)=O)c(N)s1
CHEMBL2068817,3.0,COc1ccccc1CN(C(=O)C)c2cnccc2Oc3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3580>,COc1ccccc1CN(C(C)=O)c1cnccc1Oc1ccccc1
CHEMBL1891338,3.7,COc1cccc(CNc2nc(NC(C)C)nc3ccsc23)c1OC,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da35e0>,COc1cccc(CNc2nc(NC(C)C)nc3ccsc23)c1OC
CHEMBL560219,3.36,OCCN1C=Cc2c(NC(=O)Cc3ccc(Cl)c(c3)C(F)(F)F)cccc2C1=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3640>,O=C(Cc1ccc(Cl)c(C(F)(F)F)c1)Nc1cccc2c(=O)n(CCO)ccc12
CHEMBL1934426,1.23,C[C@H](NC(=O)c1c(C)nn(C2CCOCC2)c1NS(=O)(=O)c3ccc(cc3)C4CC4)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da36a0>,Cc1nn(C2CCOCC2)c(NS(=O)(=O)c2ccc(C3CC3)cc2)c1C(=O)N[C@@H](C)C(C)(C)C
CHEMBL1829442,4.14,CCC(NC(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3700>,CCC(NC(=O)c1ccc(C)cc1)c1nc2ccsc2c(=O)n1Cc1ccccc1
CHEMBL396724,3.27,OC[C@@H](O)CN1C(=O)[C@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3760>,O=C(N[C@H]1Cc2ccccc2N(C[C@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1
CHEMBL2164747,0.37,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](O)C3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da37c0>,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](O)C3)c2c1
CHEMBL14474,2.09,c1ccc2ncccc2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3820>,c1ccc2ncccc2c1
CHEMBL384684,3.1,C[C@H](NC1=NC(=O)[C@@](C)(S1)C(F)(F)F)c2ccccc2F,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3880>,C[C@H](NC1=NC(=O)[C@](C)(C(F)(F)F)S1)c1ccccc1F
CHEMBL147507,0.6,C[C@@H](N)COc1c(C)cccc1C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da38e0>,Cc1cccc(C)c1OC[C@@H](C)N
CHEMBL93484,-0.8,CC1N=C(N)N=C(N)N1c2ccc(Cl)cc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3940>,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1
CHEMBL384699,3.4,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCCCN4CCOCC4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da39a0>,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCCCN1CCOCC1
CHEMBL1213082,2.6,Cc1ccccc1N2C(=Nc3cccc(C)c3C2=O)Cn4cnc5c(N)ncnc45,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3a00>,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O
CHEMBL578723,1.0,COc1ccc2nc3ccccc3c(N)c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3a60>,COc1ccc2nc3ccccc3c(N)c2c1
CHEMBL214350,1.27,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e3da3ac0>,Cc1ccc2c(c1)c(-c1ccnc3c(C(F)(F)F)cccc13)c(C)n2CC(=O)O
